"date","month","day","quarter","week","am6","am7","am8","am9","am10","am11","pm12","pm1","pm2","pm3","pm4","pm5","pm6","pm7","pm8","pm9","pm10","pm11","total","weekend","covid","closed","day_after_closed","finals_week","dead_week"
2015-07-17,"July","Friday","Summer",5,22,28,50,54,82,117,126,83,77,113,144,166,106,31,0,0,0,0,1199,0,0,0,0,0,0
2015-07-18,"July","Saturday","Summer",6,0,0,0,0,0,5,92,70,64,73,56,84,78,27,0,0,0,0,549,1,0,0,0,0,0
2015-07-19,"July","Sunday","Summer",6,0,0,0,0,0,1,95,77,97,71,80,90,95,23,1,2,0,0,632,1,0,0,0,0,0
2015-07-20,"July","Monday","Summer",6,40,49,59,76,68,182,145,108,105,137,250,248,216,67,0,0,0,0,1750,0,0,0,0,0,0
2015-07-21,"July","Tuesday","Summer",6,45,51,66,63,66,131,124,114,133,187,228,239,224,39,0,0,0,0,1710,0,0,0,0,0,0
2015-07-22,"July","Wednesday","Summer",6,48,44,66,80,59,149,143,105,104,139,206,272,210,53,0,0,0,0,1678,0,0,0,0,0,0
2015-07-23,"July","Thursday","Summer",6,26,42,55,45,62,128,138,92,108,126,201,180,204,39,0,2,1,0,1449,0,0,0,0,0,0
2015-07-24,"July","Friday","Summer",6,25,24,51,57,84,137,127,83,101,122,127,162,122,46,0,0,0,0,1268,0,0,0,0,0,0
2015-07-25,"July","Saturday","Summer",7,0,0,0,0,0,0,92,68,50,72,90,89,76,21,0,0,0,0,558,1,0,0,0,0,0
2015-07-26,"July","Sunday","Summer",7,0,0,0,0,0,6,109,66,74,60,76,106,82,23,0,0,0,0,602,1,0,0,0,0,0
2015-07-27,"July","Monday","Summer",7,49,33,62,85,80,133,137,132,108,163,274,336,230,59,0,0,0,0,1881,0,0,0,0,0,0
2015-07-28,"July","Tuesday","Summer",7,34,48,62,64,66,125,136,76,96,179,232,279,202,43,0,0,0,0,1642,0,0,0,0,0,0
2015-07-29,"July","Wednesday","Summer",7,53,42,68,83,69,143,121,73,93,167,217,251,204,43,1,0,0,0,1628,0,0,0,0,0,0
2015-07-30,"July","Thursday","Summer",7,29,32,52,58,48,103,93,92,80,123,226,223,192,37,0,0,0,0,1388,0,0,0,0,0,0
2015-07-31,"July","Friday","Summer",7,28,30,45,70,94,145,125,80,73,84,130,157,132,38,0,0,0,0,1231,0,0,0,0,0,0
2015-08-01,"August","Saturday","Summer",8,0,0,0,0,0,1,118,67,63,47,75,80,70,21,0,0,0,0,542,1,0,0,0,0,0
2015-08-02,"August","Sunday","Summer",8,0,0,0,0,0,8,84,57,77,88,86,98,74,24,0,0,0,0,596,1,0,0,0,0,0
2015-08-03,"August","Monday","Summer",8,54,40,42,71,64,133,143,105,116,143,191,284,219,37,0,0,0,0,1642,0,0,0,0,0,0
2015-08-04,"August","Tuesday","Summer",8,32,37,65,61,74,123,131,92,104,135,226,278,207,48,0,0,0,0,1613,0,0,0,0,0,0
2015-08-05,"August","Wednesday","Summer",8,37,41,63,75,56,130,133,101,79,136,192,257,195,54,0,0,0,0,1549,0,0,0,0,0,0
2015-08-06,"August","Thursday","Summer",8,20,31,59,52,64,99,113,78,111,117,191,194,152,45,0,0,0,0,1326,0,0,0,0,0,0
2015-08-07,"August","Friday","Summer",8,21,21,44,64,87,114,129,69,75,99,143,147,109,33,0,0,0,0,1155,0,0,0,0,0,0
2015-08-08,"August","Saturday","Summer",9,0,0,0,0,1,0,99,57,88,54,94,80,75,18,0,0,0,0,566,1,0,0,0,0,0
2015-08-09,"August","Sunday","Summer",9,0,0,0,0,0,8,101,69,76,86,84,90,82,24,0,0,0,0,620,1,0,0,0,0,0
2015-08-10,"August","Monday","Summer",9,47,36,48,66,68,161,111,96,90,131,199,256,203,30,0,0,0,0,1543,0,0,0,0,0,0
2015-08-11,"August","Tuesday","Summer",9,29,40,48,65,51,122,105,88,83,121,179,209,174,39,0,0,0,0,1353,0,0,0,0,0,0
2015-08-12,"August","Wednesday","Summer",9,39,24,51,72,65,131,115,66,75,110,179,211,143,45,0,0,0,0,1326,0,0,0,0,0,0
2015-08-13,"August","Thursday","Summer",9,21,38,29,58,51,99,104,83,81,91,152,239,139,24,0,0,0,0,1209,0,0,0,0,0,0
2015-08-14,"August","Friday","Summer",9,24,29,30,30,64,102,76,52,63,64,89,132,123,26,0,0,0,0,904,0,0,0,0,0,0
2015-08-15,"August","Saturday","Summer",10,0,0,0,0,0,0,83,44,63,44,47,48,62,23,0,0,0,0,414,1,0,0,0,0,0
2015-08-16,"August","Sunday","Summer",10,0,0,0,0,0,0,74,55,66,79,70,65,73,12,0,0,0,0,494,1,0,0,0,0,0
2015-08-17,"August","Monday","Summer",10,23,25,28,34,80,95,105,72,77,97,133,174,166,44,0,0,0,0,1153,0,0,0,0,0,0
2015-08-18,"August","Tuesday","Summer",10,29,34,26,44,58,64,96,56,74,101,134,173,146,23,0,0,0,0,1058,0,0,0,0,0,0
2015-08-19,"August","Wednesday","Summer",10,22,21,33,43,42,109,100,96,71,106,120,174,134,43,0,0,0,0,1114,0,0,0,0,0,0
2015-08-20,"August","Thursday","Summer",10,23,25,26,36,54,86,78,76,80,82,110,162,136,24,0,0,0,0,998,0,0,0,0,0,0
2015-08-21,"August","Friday","Summer",10,19,24,23,46,52,85,100,67,78,73,114,132,97,24,0,0,0,0,934,0,0,0,0,0,0
2015-08-22,"August","Saturday","Summer",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2015-08-23,"August","Sunday","Summer",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
2015-08-24,"August","Monday","Summer",11,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,1,0,0
2015-08-25,"August","Tuesday","Summer",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2015-08-26,"August","Wednesday","Summer",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2015-08-27,"August","Thursday","Summer",11,0,0,3,2,3,3,0,0,1,2,2,1,0,0,0,0,0,0,17,0,0,0,1,0,0
2015-08-28,"August","Friday","Summer",11,0,0,0,0,0,0,0,0,11,13,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0
2015-08-29,"August","Saturday","Summer",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2015-08-30,"August","Sunday","Summer",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
2015-08-31,"August","Monday","Summer",12,0,0,0,7,69,87,88,66,71,114,106,183,132,52,24,5,0,0,1004,0,0,0,1,0,0
2015-09-01,"September","Tuesday","Summer",12,0,0,0,0,68,70,91,77,53,81,89,133,110,48,26,3,0,0,849,0,0,0,0,0,0
2015-09-02,"September","Wednesday","Summer",12,0,0,0,0,79,79,80,73,70,101,119,114,106,42,21,9,0,0,893,0,0,0,0,0,0
2015-09-03,"September","Thursday","Summer",12,0,0,0,9,54,64,73,62,68,50,90,110,96,48,29,6,0,0,759,0,0,0,0,0,0
2015-09-04,"September","Friday","Summer",12,0,0,0,0,60,66,66,62,46,55,66,89,55,22,0,0,0,0,587,0,0,0,0,0,0
2015-09-05,"September","Saturday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2015-09-06,"September","Sunday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
2015-09-07,"September","Monday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2015-09-08,"September","Tuesday","Break",0,0,0,0,0,117,77,97,89,60,91,105,150,130,71,38,5,0,0,1030,0,0,0,1,0,0
2015-09-09,"September","Wednesday","Break",0,0,0,0,0,73,109,90,68,85,90,116,162,90,62,34,18,0,0,997,0,0,0,0,0,0
2015-09-10,"September","Thursday","Break",0,0,0,0,0,83,54,87,71,72,82,67,114,92,27,25,9,0,0,783,0,0,0,0,0,0
2015-09-11,"September","Friday","Break",0,0,0,0,7,90,72,88,52,57,72,111,128,88,24,0,0,0,0,789,0,0,0,0,0,0
2015-09-12,"September","Saturday","Break",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0
2015-09-13,"September","Sunday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
2015-09-14,"September","Monday","Break",0,0,0,0,12,104,93,98,101,83,91,120,143,130,70,40,8,0,0,1093,0,0,0,1,0,0
2015-09-15,"September","Tuesday","Break",0,0,0,0,3,113,117,96,71,100,109,109,137,95,60,39,10,0,0,1059,0,0,0,0,0,0
2015-09-16,"September","Wednesday","Break",0,0,0,0,0,101,102,111,85,92,117,107,136,105,54,37,6,0,0,1053,0,0,0,0,0,0
2015-09-17,"September","Thursday","Break",0,0,1,0,4,84,122,92,77,88,89,120,118,109,55,34,6,0,0,999,0,0,0,0,0,0
2015-09-18,"September","Friday","Break",0,0,0,0,0,118,132,96,121,93,114,115,100,87,33,1,0,0,0,1010,0,0,0,0,0,0
2015-09-19,"September","Saturday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2015-09-20,"September","Sunday","Break",0,0,0,0,0,3,1,1,2,17,7,0,0,0,0,0,0,0,0,31,1,0,0,1,0,0
2015-09-21,"September","Monday","Break",0,42,26,48,60,133,156,170,151,132,176,245,208,210,151,97,42,8,1,2056,0,0,0,0,0,0
2015-09-22,"September","Tuesday","Break",0,30,39,29,65,132,153,168,124,188,185,230,245,172,131,112,51,24,1,2079,0,0,0,0,0,0
2015-09-23,"September","Wednesday","Break",0,36,39,45,73,130,191,156,135,145,238,286,272,225,115,102,58,19,1,2266,0,0,0,0,0,0
2015-09-24,"September","Thursday","Break",0,36,31,37,67,134,140,191,140,218,230,237,217,201,160,139,602,129,19,2929,0,0,0,0,0,0
2015-09-25,"September","Friday","Break",0,28,39,89,131,244,292,309,246,174,200,218,239,239,227,154,77,44,17,2967,0,0,0,0,0,0
2015-09-26,"September","Saturday","Break",0,0,0,3,0,361,295,220,131,108,99,104,81,89,59,77,54,30,10,1721,1,0,0,0,0,0
2015-09-27,"September","Sunday","Break",0,0,0,0,0,263,150,103,171,237,181,317,302,229,300,228,143,29,8,2661,1,0,0,0,0,0
2015-09-28,"September","Monday","Fall",1,155,157,397,564,462,433,381,506,395,484,509,617,582,602,424,251,82,8,7009,0,0,0,0,0,0
2015-09-29,"September","Tuesday","Fall",1,100,96,314,511,415,502,411,551,386,515,475,647,609,403,416,245,64,10,6672,0,0,0,0,0,0
2015-09-30,"September","Wednesday","Fall",1,139,151,338,427,397,415,343,434,306,343,342,413,522,491,395,195,107,4,5762,0,0,0,0,0,0
2015-10-01,"October","Thursday","Fall",1,68,97,274,391,330,526,333,469,288,352,432,442,388,388,311,151,72,11,5323,0,0,0,0,0,0
2015-10-02,"October","Friday","Fall",1,86,72,115,162,207,328,286,302,357,318,384,329,264,150,116,74,49,30,3630,0,0,0,0,0,0
2015-10-03,"October","Saturday","Fall",1,0,0,0,0,191,202,180,216,225,237,216,177,126,107,95,64,42,11,2089,1,0,0,0,0,0
2015-10-04,"October","Sunday","Fall",1,0,0,0,0,119,144,137,119,146,188,246,219,213,278,182,120,65,6,2182,1,0,0,0,0,0
2015-10-05,"October","Monday","Fall",2,155,129,265,402,355,389,333,417,307,376,404,482,545,460,423,251,86,14,5793,0,0,0,0,0,0
2015-10-06,"October","Tuesday","Fall",2,97,84,234,382,299,369,310,415,326,379,399,445,529,456,352,236,93,10,5415,0,0,0,0,0,0
2015-10-07,"October","Wednesday","Fall",2,242,122,263,373,309,335,293,384,314,312,367,378,411,394,351,168,106,22,5144,0,0,0,0,0,0
2015-10-08,"October","Thursday","Fall",2,73,73,237,352,288,360,295,413,286,348,384,444,379,338,237,171,95,16,4789,0,0,0,0,0,0
2015-10-09,"October","Friday","Fall",2,68,64,107,153,149,275,205,231,263,358,402,380,235,173,144,82,44,6,3339,0,0,0,0,0,0
2015-10-10,"October","Saturday","Fall",2,0,0,0,0,237,111,68,76,70,102,96,61,135,93,92,69,47,6,1263,1,0,0,0,0,0
2015-10-11,"October","Sunday","Fall",2,0,0,0,0,137,116,124,143,159,181,267,246,257,226,177,127,71,6,2237,1,0,0,0,0,0
2015-10-12,"October","Monday","Fall",3,164,130,287,356,317,376,293,407,302,392,445,441,527,560,411,274,124,21,5827,0,0,0,0,0,0
2015-10-13,"October","Tuesday","Fall",3,75,88,246,383,319,374,280,438,316,425,461,483,512,483,462,315,102,10,5772,0,0,0,0,0,0
2015-10-14,"October","Wednesday","Fall",3,162,117,275,350,329,314,285,347,258,310,350,477,473,421,335,176,134,37,5150,0,0,0,0,0,0
2015-10-15,"October","Thursday","Fall",3,70,65,212,319,274,355,260,407,288,320,430,425,461,387,278,221,98,35,4905,0,0,0,0,0,0
2015-10-16,"October","Friday","Fall",3,75,76,89,204,174,235,189,195,268,287,362,351,285,217,180,132,75,13,3407,0,0,0,0,0,0
2015-10-17,"October","Saturday","Fall",3,0,0,0,0,162,153,147,159,140,179,221,180,154,111,74,83,50,13,1826,1,0,0,0,0,0
2015-10-18,"October","Sunday","Fall",3,0,0,0,0,124,110,102,99,126,115,255,287,262,208,202,118,74,19,2101,1,0,0,0,0,0
2015-10-19,"October","Monday","Fall",4,116,108,274,323,293,318,304,343,254,326,303,380,415,370,316,255,123,33,4854,0,0,0,0,0,0
2015-10-20,"October","Tuesday","Fall",4,86,77,242,334,260,338,300,412,289,385,393,462,496,412,344,292,114,18,5254,0,0,0,0,0,0
2015-10-21,"October","Wednesday","Fall",4,158,105,267,300,282,329,286,330,294,343,342,367,470,381,301,199,121,17,4892,0,0,0,0,0,0
2015-10-22,"October","Thursday","Fall",4,97,61,186,299,250,345,283,373,269,348,357,413,326,325,327,210,115,15,4599,0,0,0,0,0,0
2015-10-23,"October","Friday","Fall",4,67,48,110,156,158,249,213,205,272,309,350,331,254,152,135,92,80,19,3200,0,0,0,0,0,0
2015-10-24,"October","Saturday","Fall",4,0,0,5,0,156,138,202,187,184,178,201,134,175,107,94,76,59,10,1906,1,0,0,0,0,0
2015-10-25,"October","Sunday","Fall",4,0,0,3,1,146,137,112,137,141,151,212,199,248,200,136,127,108,13,2071,1,0,0,0,0,0
2015-10-26,"October","Monday","Fall",5,140,95,217,322,308,337,309,365,296,367,336,469,469,420,405,261,132,28,5276,0,0,0,0,0,0
2015-10-27,"October","Tuesday","Fall",5,96,69,199,339,278,335,282,358,266,334,383,466,412,359,251,225,146,24,4822,0,0,0,0,0,0
2015-10-28,"October","Wednesday","Fall",5,140,103,216,325,255,328,281,363,255,302,316,376,384,385,329,213,119,32,4722,0,0,0,0,0,0
2015-10-29,"October","Thursday","Fall",5,79,48,189,307,247,379,252,330,264,319,373,432,406,247,243,146,92,30,4383,0,0,0,0,0,0
2015-10-30,"October","Friday","Fall",5,118,68,79,165,138,263,221,221,202,343,318,250,223,146,59,82,60,13,2978,0,0,0,0,0,0
2015-10-31,"October","Saturday","Fall",5,0,0,0,0,134,115,163,181,196,259,241,160,107,67,37,23,28,10,1721,1,0,0,0,0,0
2015-11-01,"November","Sunday","Fall",5,0,0,0,11,110,102,116,106,137,136,215,228,221,219,125,103,61,12,1902,1,0,0,0,0,0
2015-11-02,"November","Monday","Fall",6,117,110,242,360,324,351,276,372,256,344,355,467,416,375,350,289,161,25,5190,0,0,0,0,0,0
2015-11-03,"November","Tuesday","Fall",6,160,81,203,372,284,341,293,369,284,376,387,550,431,432,319,240,112,18,5252,0,0,0,0,0,0
2015-11-04,"November","Wednesday","Fall",6,102,106,243,345,315,306,283,315,299,319,332,449,506,397,355,238,136,19,5065,0,0,0,0,0,0
2015-11-05,"November","Thursday","Fall",6,105,62,172,313,260,306,310,358,297,297,424,451,358,406,286,167,110,15,4697,0,0,0,0,0,0
2015-11-06,"November","Friday","Fall",6,58,60,106,167,175,285,261,244,247,286,371,270,245,158,150,117,55,17,3273,0,0,0,0,0,0
2015-11-07,"November","Saturday","Fall",6,0,0,0,0,229,147,174,227,163,143,149,99,83,66,51,38,36,8,1613,1,0,0,0,0,0
2015-11-08,"November","Sunday","Fall",6,0,0,0,7,87,130,145,93,169,152,213,264,217,173,143,157,59,15,2024,1,0,0,0,0,0
2015-11-09,"November","Monday","Fall",7,141,113,238,331,306,315,285,375,268,374,373,472,414,520,361,313,138,24,5361,0,0,0,0,0,0
2015-11-10,"November","Tuesday","Fall",7,106,80,181,352,268,308,286,400,302,364,418,495,500,431,382,257,147,15,5292,0,0,0,0,0,0
2015-11-11,"November","Wednesday","Fall",7,137,85,218,328,267,301,255,328,271,301,333,410,458,405,354,216,124,19,4811,0,0,0,0,0,0
2015-11-12,"November","Thursday","Fall",7,58,58,211,293,278,349,309,360,282,289,316,387,370,317,264,205,93,17,4456,0,0,0,0,0,0
2015-11-13,"November","Friday","Fall",7,65,57,84,117,161,257,260,238,311,316,371,295,209,171,121,129,77,19,3260,0,0,0,0,0,0
2015-11-14,"November","Saturday","Fall",7,0,0,0,0,162,161,188,253,204,223,156,148,105,105,157,115,70,14,2061,1,0,0,0,0,0
2015-11-15,"November","Sunday","Fall",7,0,0,0,11,110,106,123,149,118,189,203,285,289,169,91,150,81,12,2086,1,0,0,0,0,0
2015-11-16,"November","Monday","Fall",8,118,108,214,287,259,344,287,344,261,356,346,437,465,315,259,190,142,43,4775,0,0,0,0,0,0
2015-11-17,"November","Tuesday","Fall",8,120,64,190,338,270,318,289,380,276,382,453,484,400,378,278,159,152,13,4944,0,0,0,0,0,0
2015-11-18,"November","Wednesday","Fall",8,133,89,233,311,272,290,303,358,275,352,378,405,442,388,367,243,117,33,4989,0,0,0,0,0,0
2015-11-19,"November","Thursday","Fall",8,106,63,175,270,258,321,284,346,296,355,356,464,353,334,284,184,120,17,4586,0,0,0,0,0,0
2015-11-20,"November","Friday","Fall",8,57,59,96,146,155,242,214,188,243,308,354,307,260,191,127,88,116,16,3169,0,0,0,0,0,0
2015-11-21,"November","Saturday","Fall",8,0,0,0,0,130,68,73,82,86,83,136,135,148,100,84,88,51,12,1276,1,0,0,0,0,0
2015-11-22,"November","Sunday","Fall",8,0,0,0,1,115,117,134,115,147,152,197,236,229,133,175,145,77,20,1993,1,0,0,0,0,0
2015-11-23,"November","Monday","Fall",9,183,102,182,282,261,277,259,336,244,323,326,372,379,372,279,240,123,22,4562,0,0,0,0,0,0
2015-11-24,"November","Tuesday","Fall",9,83,71,149,282,223,258,235,327,229,233,316,359,311,234,224,141,78,14,3767,0,0,0,0,0,0
2015-11-25,"November","Wednesday","Fall",9,77,62,127,166,175,175,152,178,170,184,187,211,162,36,0,0,0,0,2062,0,0,0,0,0,0
2015-11-26,"November","Thursday","Fall",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015-11-27,"November","Friday","Fall",9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
2015-11-28,"November","Saturday","Fall",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
2015-11-29,"November","Sunday","Fall",9,0,0,0,0,109,91,96,87,90,111,201,186,186,128,106,119,57,22,1589,1,0,0,1,0,0
2015-11-30,"November","Monday","Fall",10,125,97,191,321,265,293,274,302,273,337,307,372,400,283,268,209,146,12,4475,0,0,0,0,0,1
2015-12-01,"December","Tuesday","Fall",10,68,49,190,350,290,300,257,387,273,380,401,408,387,267,236,233,92,16,4584,0,0,0,0,0,1
2015-12-02,"December","Wednesday","Fall",10,104,82,187,301,298,248,275,311,290,353,315,402,445,366,310,186,112,20,4605,0,0,0,0,0,1
2015-12-03,"December","Thursday","Fall",10,44,42,163,291,261,315,277,363,270,363,310,381,346,313,225,210,108,17,4299,0,0,0,0,0,1
2015-12-04,"December","Friday","Fall",10,126,51,101,156,149,238,210,203,197,301,316,296,293,184,121,110,90,19,3165,0,0,0,0,0,1
2015-12-05,"December","Saturday","Fall",10,0,0,0,0,161,129,144,157,156,208,247,243,190,168,132,93,70,37,2135,1,0,0,0,0,1
2015-12-06,"December","Sunday","Fall",10,0,0,0,0,171,98,24,115,128,123,190,198,211,149,109,136,135,21,1808,1,0,0,0,0,1
2015-12-07,"December","Monday","Fall",11,63,38,68,92,146,163,198,160,182,207,258,301,267,247,215,169,101,16,2891,0,0,0,0,1,0
2015-12-08,"December","Tuesday","Fall",11,39,40,73,113,112,152,179,160,170,178,259,313,331,258,220,152,108,16,2873,0,0,0,0,1,0
2015-12-09,"December","Wednesday","Fall",11,37,40,55,80,141,191,179,178,133,183,216,277,239,205,135,98,47,17,2452,0,0,0,0,1,0
2015-12-10,"December","Thursday","Fall",11,0,0,0,0,122,134,132,99,112,106,217,201,194,63,1,0,0,0,1381,0,0,0,0,1,0
2015-12-11,"December","Friday","Fall",11,0,0,0,1,114,114,117,102,126,121,133,217,151,27,0,0,0,0,1223,0,0,0,0,1,0
2015-12-12,"December","Saturday","Break",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
2015-12-13,"December","Sunday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
2015-12-14,"December","Monday","Break",0,0,0,0,0,114,104,91,84,104,109,130,222,144,30,0,0,0,0,1132,0,0,0,1,0,0
2015-12-15,"December","Tuesday","Break",0,0,0,0,0,83,81,68,88,82,88,140,178,107,30,0,0,0,0,945,0,0,0,0,0,0
2015-12-16,"December","Wednesday","Break",0,0,0,0,0,87,75,72,80,84,74,117,153,95,31,0,0,0,0,868,0,0,0,0,0,0
2015-12-17,"December","Thursday","Break",0,0,0,0,1,77,64,80,61,89,72,96,119,127,11,0,0,0,0,797,0,0,0,0,0,0
2015-12-18,"December","Friday","Break",0,0,0,0,3,90,70,63,65,60,67,106,118,83,18,0,0,0,0,743,0,0,0,0,0,0
2015-12-19,"December","Saturday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2015-12-20,"December","Sunday","Break",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0
2015-12-21,"December","Monday","Break",0,0,0,0,0,70,73,72,49,76,82,84,87,98,13,0,0,0,0,704,0,0,0,1,0,0
2015-12-22,"December","Tuesday","Break",0,0,0,0,4,57,45,52,58,45,59,62,94,85,11,0,0,0,0,572,0,0,0,0,0,0
2015-12-23,"December","Wednesday","Break",0,0,0,0,5,59,71,43,29,39,55,56,83,69,10,0,0,0,0,519,0,0,0,0,0,0
2015-12-24,"December","Thursday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015-12-25,"December","Friday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2015-12-26,"December","Saturday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
2015-12-27,"December","Sunday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
2015-12-28,"December","Monday","Break",0,0,0,0,0,91,71,71,64,71,98,82,158,78,20,0,0,0,0,804,0,0,0,1,0,0
2015-12-29,"December","Tuesday","Break",0,0,0,0,11,62,54,51,57,55,94,90,117,75,12,0,0,0,0,678,0,0,0,0,0,0
2015-12-30,"December","Wednesday","Break",0,0,0,0,4,80,75,51,53,52,78,100,136,78,12,0,0,0,0,719,0,0,0,0,0,0
2015-12-31,"December","Thursday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016-01-01,"January","Friday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2016-01-02,"January","Saturday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
2016-01-03,"January","Sunday","Break",0,0,0,0,1,3,3,0,1,0,0,0,41,448,177,94,71,20,1,860,1,0,0,1,0,0
2016-01-04,"January","Monday","Winter",1,171,93,265,392,363,413,317,422,327,415,436,520,599,453,312,172,68,9,5747,0,0,0,0,0,0
2016-01-05,"January","Tuesday","Winter",1,70,105,251,370,382,448,399,461,336,504,487,653,552,471,347,205,89,12,6149,0,0,0,0,0,0
2016-01-06,"January","Wednesday","Winter",1,194,130,267,414,367,405,401,437,258,356,510,464,547,377,333,224,80,5,5769,0,0,0,0,0,0
2016-01-07,"January","Thursday","Winter",1,144,85,209,270,309,452,405,422,340,430,468,541,484,429,267,136,81,10,5495,0,0,0,0,0,0
2016-01-08,"January","Friday","Winter",1,69,64,100,196,210,343,309,280,345,403,469,410,328,217,132,92,59,5,4031,0,0,0,0,0,0
2016-01-09,"January","Saturday","Winter",1,0,0,0,5,174,224,246,286,244,295,310,240,192,142,121,94,67,7,2647,1,0,0,0,0,0
2016-01-10,"January","Sunday","Winter",1,0,0,0,0,125,152,176,180,206,221,239,264,251,160,169,162,86,14,2405,1,0,0,0,0,0
2016-01-11,"January","Monday","Winter",2,166,151,245,405,367,435,361,454,296,450,468,500,549,487,315,317,164,17,6147,0,0,0,0,0,0
2016-01-12,"January","Tuesday","Winter",2,106,101,225,332,300,444,409,437,343,520,541,652,510,550,481,303,104,21,6391,0,0,0,0,0,0
2016-01-13,"January","Wednesday","Winter",2,164,154,216,383,360,397,322,408,289,385,509,488,608,531,442,319,115,15,6105,0,0,0,0,0,0
2016-01-14,"January","Thursday","Winter",2,149,144,192,274,308,425,371,431,316,445,471,573,445,472,321,228,99,23,5696,0,0,0,0,0,0
2016-01-15,"January","Friday","Winter",2,92,64,89,144,210,276,263,265,300,320,406,399,262,177,128,102,38,12,3547,0,0,0,0,0,0
2016-01-16,"January","Saturday","Winter",2,0,0,0,0,181,152,178,181,203,237,224,240,181,110,110,90,54,14,2155,1,0,0,0,0,0
2016-01-17,"January","Sunday","Winter",2,0,0,0,0,81,101,111,157,163,224,258,316,278,170,156,104,76,14,2209,1,0,0,0,0,0
2016-01-18,"January","Monday","Winter",3,0,0,0,0,257,197,203,224,215,244,457,399,407,160,2,0,0,0,2765,0,0,0,0,0,0
2016-01-19,"January","Tuesday","Winter",3,96,118,204,329,285,409,380,390,310,537,573,613,531,551,461,383,136,19,6334,0,0,0,0,0,0
2016-01-20,"January","Wednesday","Winter",3,175,124,242,373,347,399,285,410,263,425,468,535,635,587,473,286,137,14,6178,0,0,0,0,0,0
2016-01-21,"January","Thursday","Winter",3,173,91,176,282,290,420,375,424,324,495,430,453,473,432,370,243,118,19,5595,0,0,0,0,0,0
