"","date","nonmembers","alumni","community_members","students","faculty_staff","pe_staff","other","total"
"3164",2023-09-03,0,0,0,0,0,0,0,0
"3165",2023-09-04,0,0,0,0,0,0,0,0
"3166",2023-09-05,0,0,0,0,0,0,0,0
"3167",2023-09-06,0,0,0,0,0,0,0,0
"3168",2023-09-07,0,0,0,0,0,0,0,0
"3169",2023-09-08,0,0,0,0,0,0,0,0
"3170",2023-09-09,0,0,0,0,0,0,0,0
"3171",2023-09-10,0,0,0,0,0,0,0,0
"3172",2023-09-11,17,24,0,516,0,11,269,837
"3173",2023-09-12,17,22,0,533,0,11,233,816
"3174",2023-09-13,10,25,0,600,0,17,262,914
"3175",2023-09-14,12,21,0,591,0,14,221,859
"3176",2023-09-15,10,26,0,594,0,14,234,878
"3177",2023-09-16,0,0,0,0,0,0,0,0
"3178",2023-09-17,0,0,0,0,0,0,0,0
"3179",2023-09-18,14,22,0,1346,0,14,101,1497
"3180",2023-09-19,16,24,0,1482,0,7,100,1629
"3181",2023-09-20,14,27,0,1531,0,6,86,1664
"3182",2023-09-21,14,20,0,1722,0,6,72,1834
"3183",2023-09-22,10,32,0,2225,0,5,90,2362
"3184",2023-09-23,0,0,0,0,0,0,0,0
"3185",2023-09-24,5,14,0,2250,0,1,46,2316
"3186",2023-09-25,22,42,0,4448,0,5,130,4647
"3187",2023-09-26,13,38,0,5868,0,7,161,6087
"3188",2023-09-27,20,42,0,4938,0,6,143,5149
"3189",2023-09-28,17,36,0,4499,0,6,131,4689
"3190",2023-09-29,11,36,0,3191,0,4,128,3370
"3191",2023-09-30,5,19,0,2007,0,0,60,2091
"3192",2023-10-01,13,19,0,2003,0,0,65,2100
"3193",2023-10-02,14,48,0,4923,0,3,169,5157
"3194",2023-10-03,23,47,0,5167,0,2,167,5406
"3195",2023-10-04,16,44,0,4533,0,3,159,4755
"3196",2023-10-05,18,39,0,4010,0,2,142,4211
"3197",2023-10-06,13,34,0,3001,0,2,125,3175
"3198",2023-10-07,6,15,0,1779,0,0,48,1848
"3199",2023-10-08,12,20,0,1638,0,0,65,1735
"3200",2023-10-09,10,52,0,4343,0,3,175,4583
"3201",2023-10-10,24,40,0,4302,0,2,171,4539
"3202",2023-10-11,14,46,0,3821,0,2,180,4063
"3203",2023-10-12,11,39,0,3643,0,1,151,3845
"3204",2023-10-13,14,37,0,2251,0,2,132,2436
"3205",2023-10-14,4,16,0,1341,0,0,52,1413
"3206",2023-10-15,10,19,0,1655,0,0,70,1754
"3207",2023-10-16,17,47,0,4419,0,1,184,4668
"3208",2023-10-17,18,53,0,4664,0,1,189,4925
"3209",2023-10-18,16,41,0,4156,0,3,175,4391
"3210",2023-10-19,12,39,0,3663,0,3,147,3864
"3211",2023-10-20,9,36,0,2390,0,3,128,2566
"3212",2023-10-21,4,17,0,831,0,1,50,903
"3213",2023-10-22,14,17,0,1734,0,0,77,1842
"3214",2023-10-23,14,50,0,4424,0,3,197,4688
"3215",2023-10-24,17,45,0,4403,0,2,201,4668
"3216",2023-10-25,10,41,0,3811,0,4,166,4032
"3217",2023-10-26,9,38,0,3520,0,1,142,3710
"3218",2023-10-27,18,33,0,2199,0,1,125,2376
"3219",2023-10-28,10,12,0,1243,0,0,72,1337
"3220",2023-10-29,13,19,0,1318,0,1,67,1418
"3221",2023-10-30,18,46,0,3703,0,3,188,3958
"3222",2023-10-31,15,42,0,3872,0,2,171,4102
"3223",2023-11-01,19,41,0,3876,0,3,182,4121
"3224",2023-11-02,17,44,0,4023,0,2,180,4266
"3225",2023-11-03,11,42,0,2703,0,2,148,2906
"3226",2023-11-04,15,22,0,1026,0,2,74,1139
"3227",2023-11-05,11,20,0,1938,0,2,97,2068
"3228",2023-11-06,18,52,0,4305,0,3,199,4577
"3229",2023-11-07,19,41,0,4693,0,3,187,4943
"3230",2023-11-08,18,42,0,4160,0,3,175,4398
"3231",2023-11-09,23,42,0,3724,0,3,151,3943
"3232",2023-11-10,13,29,0,2133,0,2,121,2298
"3233",2023-11-11,0,0,0,0,0,0,0,0
"3234",2023-11-12,17,23,0,1736,0,2,75,1853
"3235",2023-11-13,16,50,0,4067,0,6,182,4321
"3236",2023-11-14,21,40,0,4214,0,3,173,4451
"3237",2023-11-15,17,49,0,3968,0,2,173,4209
"3238",2023-11-16,25,34,0,3633,0,4,160,3856
"3239",2023-11-17,11,43,0,2546,0,0,134,2734
"3240",2023-11-18,7,21,0,1462,0,2,69,1561
"3241",2023-11-19,10,21,0,1707,0,4,71,1813
"3242",2023-11-20,14,49,0,3375,0,1,179,3618
"3243",2023-11-21,23,40,0,2530,0,3,156,2752
"3244",2023-11-22,24,28,0,1468,0,2,135,1657
"3245",2023-11-23,0,0,0,0,0,0,0,0
"3246",2023-11-24,0,0,0,0,0,0,0,0
"3247",2023-11-25,0,0,0,0,0,0,0,0
"3248",2023-11-26,0,0,0,0,0,0,0,0
"3249",2023-11-27,22,48,0,3942,0,3,203,4218
"3250",2023-11-28,25,41,0,4162,0,5,178,4411
"3251",2023-11-29,14,39,0,3939,0,4,172,4168
"3252",2023-11-30,21,31,0,3389,0,2,158,3601
"3253",2023-12-01,25,31,0,1993,0,4,137,2190
"3254",2023-12-02,17,23,0,1689,0,1,80,1810
"3255",2023-12-03,19,22,0,1641,0,2,84,1768
"3256",2023-12-04,21,44,0,2565,0,4,163,2797
"3257",2023-12-05,22,33,0,2395,0,2,152,2604
"3258",2023-12-06,17,46,0,1949,0,2,149,2163
"3259",2023-12-07,20,37,0,1521,0,3,142,1723
"3260",2023-12-08,19,36,0,868,0,3,133,1059
"3261",2023-12-09,0,0,0,0,0,0,0,0
"3262",2023-12-10,0,0,0,0,0,0,0,0
"3263",2023-12-11,0,0,0,0,0,0,0,0
"3264",2023-12-12,0,0,0,0,0,0,0,0
"3265",2023-12-13,0,0,0,0,0,0,0,0
"3266",2023-12-14,0,0,0,0,0,0,0,0
"3267",2023-12-15,0,0,0,0,0,0,0,0
"3268",2023-12-16,0,0,0,0,0,0,0,0
"3269",2023-12-17,0,0,0,0,0,0,0,0
"3270",2023-12-18,0,0,0,0,0,0,0,0
"3271",2023-12-19,0,0,0,0,0,0,0,0
"3272",2023-12-20,0,0,0,0,0,0,0,0
"3273",2023-12-21,0,0,0,0,0,0,0,0
"3274",2023-12-22,0,0,0,0,0,0,0,0
"3275",2023-12-23,0,0,0,0,0,0,0,0
"3276",2023-12-24,0,0,0,0,0,0,0,0
"3277",2023-12-25,0,0,0,0,0,0,0,0
"3278",2023-12-26,0,0,0,0,0,0,0,0
"3279",2023-12-27,0,0,0,0,0,0,0,0
"3280",2023-12-28,0,0,0,0,0,0,0,0
"3281",2023-12-29,0,0,0,0,0,0,0,0
"3282",2023-12-30,0,0,0,0,0,0,0,0
"3283",2023-12-31,0,0,0,0,0,0,0,0
"3284",2024-01-01,0,0,0,0,0,0,0,0
"3285",2024-01-02,13,17,0,226,0,1,53,310
"3286",2024-01-03,12,18,0,316,0,1,65,412
"3287",2024-01-04,17,18,0,377,0,2,73,487
"3288",2024-01-05,14,23,0,500,0,2,85,624
"3289",2024-01-06,0,0,0,0,0,0,0,0
"3290",2024-01-07,0,0,0,0,0,0,0,0
"3291",2024-01-08,14,42,0,5574,0,2,183,5815
"3292",2024-01-09,24,39,0,5774,0,4,187,6028
"3293",2024-01-10,15,31,0,5329,0,3,187,5565
"3294",2024-01-11,20,31,0,4829,0,3,179,5062
"3295",2024-01-12,14,25,0,3212,0,4,156,3411
"3296",2024-01-13,10,9,0,1537,0,1,50,1607
"3297",2024-01-14,0,0,0,0,0,0,0,0
"3298",2024-01-15,0,0,0,0,0,0,0,0
"3299",2024-01-16,1,8,0,1826,0,1,30,1866
"3300",2024-01-17,3,9,0,2104,0,1,42,2159
"3301",2024-01-18,27,31,0,5108,0,3,169,5338
"3302",2024-01-19,13,46,0,3665,0,8,154,3886
"3303",2024-01-20,16,24,0,2176,0,2,93,2311
"3304",2024-01-21,13,19,0,2227,0,3,81,2343
"3305",2024-01-22,19,51,0,5867,0,3,223,6163
"3306",2024-01-23,23,42,0,5647,0,6,247,5965
"3307",2024-01-24,12,41,0,5341,0,4,209,5607
"3308",2024-01-25,11,46,0,4810,0,3,207,5077
"3309",2024-01-26,14,35,0,3141,0,8,169,3367
"3310",2024-01-27,19,26,0,1901,0,1,90,2037
"3311",2024-01-28,7,17,0,2077,0,1,80,2182
"3312",2024-01-29,21,46,0,5355,0,5,247,5674
"3313",2024-01-30,15,31,0,5482,0,5,205,5738
"3314",2024-01-31,17,42,0,5339,0,6,216,5620
"3315",2024-02-01,12,31,0,4798,0,7,194,5042
"3316",2024-02-02,13,38,0,3070,0,5,159,3285
"3317",2024-02-03,12,18,0,1890,0,1,76,1997
"3318",2024-02-04,10,21,0,2176,0,1,92,2300
"3319",2024-02-05,22,43,0,5143,0,5,223,5436
"3320",2024-02-06,16,39,0,5296,0,8,219,5578
"3321",2024-02-07,20,47,0,5162,0,4,211,5444
"3322",2024-02-08,21,33,0,4397,0,5,193,4649
"3323",2024-02-09,19,39,0,2880,0,10,148,3096
"3324",2024-02-10,8,13,0,1978,0,2,81,2082
"3325",2024-02-11,12,22,0,1162,0,1,72,1269
"3326",2024-02-12,22,48,0,4790,0,4,221,5085
"3327",2024-02-13,17,33,0,5085,0,5,209,5349
"3328",2024-02-14,13,31,0,4345,0,5,204,4598
"3329",2024-02-15,20,44,0,4237,0,6,174,4481
"3330",2024-02-16,11,33,0,2787,0,3,163,2997
"3331",2024-02-17,16,28,0,1826,0,1,82,1953
"3332",2024-02-18,14,21,0,1994,0,1,78,2108
"3333",2024-02-19,15,42,0,4764,0,4,228,5053
"3334",2024-02-20,19,40,0,5337,0,3,206,5605
"3335",2024-02-21,17,47,0,5259,0,6,191,5520
"3336",2024-02-22,17,34,0,4574,0,6,184,4815
"3337",2024-02-23,9,31,0,2726,0,4,127,2897
"3338",2024-02-24,12,25,0,1619,0,1,62,1719
"3339",2024-02-25,12,20,0,2195,0,0,74,2301
"3340",2024-02-26,13,45,0,5149,0,4,217,5428
"3341",2024-02-27,17,46,0,5361,0,1,194,5619
"3342",2024-02-28,14,35,0,4841,0,5,188,5083
"3343",2024-02-29,19,37,0,4570,0,4,162,4792
"3344",2024-03-01,12,25,0,2942,0,3,134,3116
"3345",2024-03-02,13,29,0,1970,0,2,81,2095
"3346",2024-03-03,6,22,0,2159,0,3,76,2266
"3347",2024-03-04,14,39,0,4963,0,2,204,5222
"3348",2024-03-05,15,40,0,4886,0,4,194,5139
"3349",2024-03-06,14,37,0,4707,0,6,180,4944
"3350",2024-03-07,15,34,0,4252,0,4,172,4477
"3351",2024-03-08,12,28,0,2793,0,6,126,2965
"3352",2024-03-09,10,15,0,1825,0,12,78,1940
"3353",2024-03-10,17,19,0,1727,0,4,77,1844
"3354",2024-03-11,19,46,0,4484,0,5,207,4761
"3355",2024-03-12,13,39,0,4677,0,4,166,4899
"3356",2024-03-13,11,33,0,4403,0,5,165,4617
"3357",2024-03-14,11,29,0,3761,0,1,162,3964
"3358",2024-03-15,15,31,0,2507,0,5,104,2662
"3359",2024-03-16,7,17,0,1202,0,3,54,1283
"3360",2024-03-17,13,18,0,1399,0,3,52,1485
"3361",2024-03-18,9,31,0,2294,0,2,147,2483
"3362",2024-03-19,17,35,0,2248,0,1,145,2446
"3363",2024-03-20,14,37,0,1806,0,1,134,1992
"3364",2024-03-21,17,26,0,1240,0,2,127,1412
"3365",2024-03-22,13,19,0,749,0,0,100,881
"3366",2024-03-23,0,0,0,0,0,0,0,0
"3367",2024-03-24,0,0,0,0,0,0,0,0
"3368",2024-03-25,0,0,0,1,0,3,0,4
"3369",2024-03-26,12,21,0,450,0,1,57,541
"3370",2024-03-27,7,22,0,441,0,1,74,545
"3371",2024-03-28,11,15,0,435,0,3,71,535
"3372",2024-03-29,8,20,0,374,0,1,66,469
"3373",2024-03-30,0,0,0,0,0,0,0,0
"3374",2024-03-31,0,0,0,0,0,0,0,0
"3375",2024-04-01,12,44,0,4952,0,3,168,5179
"3376",2024-04-02,8,39,0,5214,0,2,181,5444
"3377",2024-04-03,13,37,0,5047,0,6,168,5271
"3378",2024-04-04,17,35,0,4863,0,4,165,5084
"3379",2024-04-05,22,26,0,3101,0,4,146,3299
"3380",2024-04-06,15,22,0,2056,0,0,71,2164
"3381",2024-04-07,13,20,0,2125,0,1,85,2244
"3382",2024-04-08,11,36,0,5243,0,6,202,5498
"3383",2024-04-09,19,40,0,5267,0,3,207,5536
"3384",2024-04-10,12,33,0,4886,0,5,184,5120
"3385",2024-04-11,11,37,0,4572,0,9,195,4824
"3386",2024-04-12,19,28,0,3005,0,3,144,3199
"3387",2024-04-13,14,18,0,1719,0,0,77,1828
"3388",2024-04-14,4,20,0,1838,0,0,71,1933
"3389",2024-04-15,17,44,0,4821,0,5,208,5095
"3390",2024-04-16,19,42,0,4902,0,4,207,5174
"3391",2024-04-17,12,38,0,4597,0,6,202,4855
"3392",2024-04-18,8,26,0,4136,0,4,176,4350
"3393",2024-04-19,7,31,0,2233,0,1,124,2396
"3394",2024-04-20,5,22,0,1359,0,0,60,1446
"3395",2024-04-21,14,14,0,1635,0,4,75,1742
"3396",2024-04-22,11,40,0,4383,0,4,178,4616
"3397",2024-04-23,11,42,0,4590,0,6,202,4851
"3398",2024-04-24,10,29,0,4170,0,5,170,4384
"3399",2024-04-25,7,30,0,3812,0,3,169,4021
"3400",2024-04-26,16,29,0,2620,0,4,129,2798
"3401",2024-04-27,7,10,0,195,0,0,19,231
"3402",2024-04-28,10,20,0,1662,0,2,80,1774
"3403",2024-04-29,16,39,0,4326,0,7,194,4582
"3404",2024-04-30,25,41,0,4501,0,6,200,4773
"3405",2024-05-01,11,34,0,4239,0,6,160,4450
"3406",2024-05-02,17,37,0,3868,0,6,176,4104
"3407",2024-05-03,11,25,0,2419,0,2,113,2570
"3408",2024-05-04,15,25,0,1722,0,2,75,1839
"3409",2024-05-05,11,13,0,1746,0,4,84,1858
"3410",2024-05-06,19,41,0,4318,0,4,198,4580
"3411",2024-05-07,14,33,0,4643,0,5,200,4895
"3412",2024-05-08,13,39,0,4049,0,5,181,4287
"3413",2024-05-09,9,29,0,3533,0,4,197,3772
"3414",2024-05-10,14,38,0,2000,0,3,132,2187
"3415",2024-05-11,9,15,0,973,0,1,46,1044
"3416",2024-05-12,11,12,0,1166,0,0,57,1246
"3417",2024-05-13,9,46,0,4249,0,7,176,4487
"3418",2024-05-14,13,41,0,4536,0,3,199,4792
"3419",2024-05-15,11,33,0,4034,0,4,181,4263
"3420",2024-05-16,15,26,0,3705,0,5,172,3923
"3421",2024-05-17,20,21,0,2243,0,2,123,2409
"3422",2024-05-18,9,20,0,1428,0,3,59,1519
"3423",2024-05-19,11,17,0,1338,0,2,77,1445
"3424",2024-05-20,12,41,0,4140,0,8,203,4404
"3425",2024-05-21,24,48,0,4349,0,4,202,4627
"3426",2024-05-22,17,32,0,4026,0,6,190,4271
"3427",2024-05-23,12,26,0,3366,0,1,173,3578
"3428",2024-05-24,15,18,0,2205,0,0,137,2375
"3429",2024-05-25,12,18,0,1267,0,0,58,1355
"3430",2024-05-26,16,16,0,1243,0,1,58,1334
"3431",2024-05-27,0,0,0,0,0,0,0,0
"3432",2024-05-28,25,40,0,4191,0,4,185,4445
"3433",2024-05-29,10,37,0,4207,0,4,179,4437
"3434",2024-05-30,15,30,0,3733,0,3,158,3939
"3435",2024-05-31,14,28,0,2220,0,3,128,2393
"3436",2024-06-01,7,18,0,1320,0,2,68,1415
"3437",2024-06-02,14,21,0,1500,0,3,87,1625
"3438",2024-06-03,20,37,0,4139,0,7,173,4376
"3439",2024-06-04,17,33,0,3986,0,4,189,4229
"3440",2024-06-05,10,20,0,2403,0,2,92,2527
"3441",2024-06-06,25,31,0,3286,0,2,172,3516
"3442",2024-06-07,15,24,0,1887,0,2,109,2037
"3443",2024-06-08,16,16,0,1195,0,2,57,1286
"3444",2024-06-09,12,8,0,1148,0,1,70,1239
"3445",2024-06-10,12,27,0,1941,0,3,158,2141
"3446",2024-06-11,18,28,0,1965,0,3,162,2176
"3447",2024-06-12,18,33,0,1451,0,2,132,1636
"3448",2024-06-13,16,24,0,1143,0,0,130,1313
"3449",2024-06-14,16,28,0,670,0,2,91,807
"3450",2024-06-15,0,0,0,0,0,0,0,0
"3451",2024-06-16,0,0,0,0,0,0,0,0
"3452",2024-06-17,14,20,0,238,0,1,61,334
"3453",2024-06-18,11,19,0,280,0,0,68,378
"3454",2024-06-19,0,0,0,0,0,0,0,0
"3455",2024-06-20,25,17,0,108,0,4,155,309
"3456",2024-06-21,16,11,0,113,0,6,142,288
"3457",2024-06-22,0,0,0,0,0,0,0,0
"3458",2024-06-23,0,0,0,0,0,0,0,0
"3459",2024-06-24,31,29,0,248,0,17,246,571
"3460",2024-06-25,26,24,0,203,0,20,243,516
"3461",2024-06-26,21,12,0,212,0,17,227,489
"3462",2024-06-27,28,24,0,152,0,8,199,411
"3463",2024-06-28,18,15,0,157,0,10,192,392
"3464",2024-06-29,7,7,0,69,0,2,53,138
"3465",2024-06-30,0,0,0,0,0,0,0,0
"3466",2024-07-01,30,31,0,251,0,11,282,605
"3467",2024-07-02,23,20,0,225,0,10,251,529
"3468",2024-07-03,23,19,0,234,0,13,255,544
"3469",2024-07-04,0,0,0,0,0,0,0,0
"3470",2024-07-05,29,21,0,165,0,5,189,409
"3471",2024-07-06,12,10,0,82,0,5,95,204
"3472",2024-07-07,0,0,0,0,0,0,0,0
"3473",2024-07-08,43,34,0,297,0,12,320,706
"3474",2024-07-09,35,22,0,265,0,15,291,628
"3475",2024-07-10,31,23,0,257,0,14,258,583
"3476",2024-07-11,30,23,0,215,0,14,263,545
"3477",2024-07-12,12,20,0,191,0,11,235,469
"3478",2024-07-13,11,12,0,91,0,3,98,215
"3479",2024-07-14,0,0,0,0,0,0,0,0
"3480",2024-07-15,40,24,0,298,0,12,297,671
"3481",2024-07-16,40,23,0,285,0,16,270,634
"3482",2024-07-17,27,25,0,262,0,13,264,591
"3483",2024-07-18,24,19,0,211,0,12,200,466
"3484",2024-07-19,34,20,0,190,0,7,216,467
"3485",2024-07-20,8,11,0,98,0,4,94,215
"3486",2024-07-21,0,0,0,0,0,0,0,0
"3487",2024-07-22,31,29,0,273,0,17,278,628
"3488",2024-07-23,17,21,0,306,0,16,265,625
"3489",2024-07-24,22,17,0,240,0,16,241,536
"3490",2024-07-25,21,23,0,220,0,8,227,499
"3491",2024-07-26,14,17,0,176,0,10,203,420
"3492",2024-07-27,7,10,0,92,0,3,94,206
"3493",2024-07-28,0,0,0,0,0,0,0,0
"3494",2024-07-29,41,25,0,302,0,9,277,654
"3495",2024-07-30,19,20,0,289,0,13,277,618
"3496",2024-07-31,29,22,0,235,0,9,256,551
"3497",2024-08-01,30,21,0,221,0,10,220,502
"3498",2024-08-02,20,17,0,189,0,4,194,424
"3499",2024-08-03,7,12,0,85,0,1,87,192
"3500",2024-08-04,0,0,0,0,0,0,0,0
"3501",2024-08-05,26,27,0,288,0,9,292,642
"3502",2024-08-06,21,27,0,257,0,11,246,562
"3503",2024-08-07,16,17,0,228,0,9,215,485
"3504",2024-08-08,26,24,0,244,0,16,234,544
"3505",2024-08-09,19,21,0,193,0,3,210,446
"3506",2024-08-10,9,7,0,75,0,4,89,184
"3507",2024-08-11,0,0,0,0,0,0,0,0
"3508",2024-08-12,28,28,0,269,0,9,268,602
"3509",2024-08-13,18,29,0,223,0,9,279,558
"3510",2024-08-14,20,21,0,201,0,5,262,509
"3511",2024-08-15,14,22,0,190,0,14,228,468
"3512",2024-08-16,20,18,0,172,0,12,205,427
"3513",2024-08-17,7,8,0,66,0,7,89,177
"3514",2024-08-18,0,0,0,0,0,0,0,0
"3515",2024-08-19,17,33,0,246,0,15,308,619
"3516",2024-08-20,21,18,0,237,0,10,262,548
"3517",2024-08-21,20,28,0,208,0,6,273,535
"3518",2024-08-22,18,26,0,200,0,8,211,463
"3519",2024-08-23,23,21,0,158,0,6,191,399
"3520",2024-08-24,9,9,0,95,0,3,87,203
"3521",2024-08-25,0,0,0,0,0,0,0,0
"3522",2024-08-26,24,29,0,249,0,9,276,587
"3523",2024-08-27,23,21,0,210,0,5,246,505
"3524",2024-08-28,20,23,0,180,0,5,230,458
"3525",2024-08-29,17,18,0,172,0,10,207,424
"3526",2024-08-30,20,24,0,150,0,5,189,388
"3527",2024-08-31,0,0,0,0,0,0,0,0
"3528",2024-09-01,0,0,0,0,0,0,0,0
"3529",2024-09-02,0,0,0,0,0,0,0,0
"3530",2024-09-03,0,0,0,0,0,0,0,0
"3531",2024-09-04,0,0,0,0,0,0,0,0
"3532",2024-09-05,0,0,0,0,0,0,0,0
"3533",2024-09-06,0,0,0,0,0,0,0,0
"3534",2024-09-07,0,0,0,0,0,0,0,0
"3535",2024-09-08,0,0,0,0,0,0,0,0
"3536",2024-09-09,0,0,0,0,0,0,0,0
"3537",2024-09-10,0,0,0,0,0,0,0,0
"3538",2024-09-11,0,0,0,0,0,0,0,0
"3539",2024-09-12,0,0,0,0,0,0,0,0
"3540",2024-09-13,0,0,0,0,0,0,0,0
"3541",2024-09-14,0,0,0,0,0,0,0,0
"3542",2024-09-15,0,0,0,0,0,0,0,0
"3543",2024-09-16,22,22,0,227,0,9,245,525
"3544",2024-09-17,18,23,0,231,0,10,243,525
"3545",2024-09-18,10,18,0,756,0,11,222,1017
"3546",2024-09-19,4,19,0,697,0,10,209,939
"3547",2024-09-20,12,19,0,730,0,8,174,943
"3548",2024-09-21,0,0,0,0,0,0,0,0
"3549",2024-09-22,0,0,0,0,0,0,0,0
"3550",2024-09-23,14,29,0,1705,0,4,97,1849
"3551",2024-09-24,12,26,0,1640,0,2,93,1773
"3552",2024-09-25,13,32,0,1780,0,2,92,1919
"3553",2024-09-26,10,18,0,1927,0,4,68,2027
"3554",2024-09-27,12,21,0,2440,0,1,78,2552
"3555",2024-09-28,2,8,0,2041,0,0,20,2071
"3556",2024-09-29,12,7,0,1594,0,0,25,1638
"3557",2024-09-30,18,34,0,6086,0,2,162,6302
"3558",2024-10-01,15,27,0,5790,0,5,163,6000
"3559",2024-10-02,20,30,0,5220,0,3,147,5420
"3560",2024-10-03,18,23,0,4429,0,3,144,4617
"3561",2024-10-04,10,17,0,1731,0,1,77,1836
"3562",2024-10-05,11,17,0,2145,0,0,57,2230
"3563",2024-10-06,8,15,0,1956,0,0,50,2029
"3564",2024-10-07,16,30,0,5330,0,0,163,5539
"3565",2024-10-08,16,34,0,5258,0,6,169,5483
"3566",2024-10-09,12,26,0,4273,0,1,141,4453
"3567",2024-10-10,18,29,0,3858,0,4,136,4045
"3568",2024-10-11,13,17,0,2786,0,0,113,2929
"3569",2024-10-12,6,9,0,421,0,0,31,467
"3570",2024-10-13,7,12,0,1569,0,0,56,1644
"3571",2024-10-14,14,27,0,4428,0,2,163,4634
"3572",2024-10-15,10,20,0,4303,0,2,166,4501
"3573",2024-10-16,19,32,0,4053,0,3,146,4253
"3574",2024-10-17,19,27,0,3783,0,3,157,3989
"3575",2024-10-18,10,26,0,2236,0,2,110,2384
"3576",2024-10-19,5,21,0,1668,0,1,47,1742
"3577",2024-10-20,8,14,0,1752,0,0,55,1829
"3578",2024-10-21,18,33,0,4477,0,6,167,4701
"3579",2024-10-22,14,31,0,4266,0,5,148,4464
"3580",2024-10-23,10,31,0,3973,0,5,147,4166
"3581",2024-10-24,19,27,0,3540,0,4,146,3736
"3582",2024-10-25,9,25,0,2154,0,1,113,2302
"3583",2024-10-26,2,10,0,262,0,0,23,297
"3584",2024-10-27,8,17,0,1806,0,2,64,1897
"3585",2024-10-28,18,40,0,4576,0,4,162,4800
"3586",2024-10-29,14,33,0,4506,0,6,170,4729
"3587",2024-10-30,9,33,0,3941,0,1,129,4113
"3588",2024-10-31,16,26,0,2995,0,7,129,3173
"3589",2024-11-01,9,27,0,1939,0,1,92,2068
"3590",2024-11-02,6,19,0,1367,0,1,52,1445
"3591",2024-11-03,12,20,0,1696,0,1,63,1792
"3592",2024-11-04,15,38,0,4342,0,2,151,4548
"3593",2024-11-05,13,32,0,4326,0,8,162,4541
"3594",2024-11-06,20,32,0,4254,0,1,144,4451
"3595",2024-11-07,22,26,0,3750,0,3,148,3949
"3596",2024-11-08,12,22,0,2626,0,1,115,2776
"3597",2024-11-09,1,12,0,662,0,0,34,709
"3598",2024-11-10,16,20,0,1914,0,4,84,2038
"3599",2024-11-11,0,0,0,0,0,0,0,0
"3600",2024-11-12,20,39,0,4728,0,2,163,4952
"3601",2024-11-13,24,30,0,4458,0,0,150,4662
"3602",2024-11-14,15,31,0,4009,0,5,142,4202
"3603",2024-11-15,20,36,0,2593,0,1,115,2765
"3604",2024-11-16,8,15,0,1753,0,1,50,1827
"3605",2024-11-17,19,21,0,1874,0,1,65,1980
"3606",2024-11-18,16,42,0,4378,0,2,160,4598
"3607",2024-11-19,15,36,0,4563,0,2,168,4784
"3608",2024-11-20,17,35,0,4133,0,1,138,4324
"3609",2024-11-21,16,34,0,3873,0,6,154,4083
"3610",2024-11-22,20,38,0,2769,0,2,128,2957
"3611",2024-11-23,13,20,0,1878,0,1,75,1987
"3612",2024-11-24,10,18,0,1699,0,1,60,1788
"3613",2024-11-25,21,38,0,3618,0,2,136,3815
"3614",2024-11-26,10,29,0,2427,0,1,133,2600
"3615",2024-11-27,12,24,0,1331,0,1,107,1475
"3616",2024-11-28,0,0,0,0,0,0,0,0
"3617",2024-11-29,0,0,0,0,0,0,0,0
"3618",2024-11-30,0,0,0,0,0,0,0,0
"3619",2024-12-01,0,0,0,0,0,0,0,0
"3620",2024-12-02,24,40,0,3871,0,1,154,4090
"3621",2024-12-03,19,34,0,3974,0,5,139,4171
"3622",2024-12-04,12,31,0,3777,0,4,133,3957
"3623",2024-12-05,17,23,0,3228,0,6,129,3403
"3624",2024-12-06,9,15,0,2223,0,3,112,2362
"3625",2024-12-07,8,12,0,1235,0,0,53,1308
"3626",2024-12-08,6,12,0,1339,0,1,54,1412
"3627",2024-12-09,13,27,0,1994,0,1,113,2148
"3628",2024-12-10,16,25,0,1993,0,2,134,2170
"3629",2024-12-11,13,25,0,1542,0,2,120,1702
"3630",2024-12-12,14,23,0,1111,0,1,104,1253
"3631",2024-12-13,21,21,0,595,0,1,98,736
"3632",2024-12-14,0,0,0,0,0,0,0,0
"3633",2024-12-15,0,0,0,0,0,0,0,0
